1,3590,betaveros
2,3373,David Wahler
3,3173,jonathanpaulson
4,3159,zielmicha
5,3124,bluepichu
6,3009,tckmn
7,2956,Sophie Alpert
8,2882,Robert Xiao
9,2645,Kevin Sun
10,2569,glguy
11,2541,mserrano
12,2442,Nathan Fenner
13,2099,nthistle
14,2064,petertseng
15,2040,Tom Holmes
16,1906,ZED.Charley William Thairo
17,1805,Fengyang Wang
18,1684,D. Salgado
19,1634,Tomas Rokicki
20,1631,Ben Mirtchouk
21,1623,George Hotz
22,1601,ttalvitie
23,1597,pbfy0
24,1592,Alexander Haupt
25,1547,(anonymous user #638222)
26,1521,etotheipi1
27,1492,m-schm
27,1492,vash3r
29,1485,Benedikt Werner
30,1467,Matt Gruskin
31,1465,orez-
31,1465,Kye W. Shi
33,1456,leijurv
34,1450,Anish Singhani
35,1418,ethframe
36,1391,jebouin
37,1381,Epiphane
38,1365,Ethan Morgan
38,1365,Craig Gidney
40,1361,(anonymous user #44119)
41,1349,Lukas Gelbmann
42,1345,gengkev
43,1338,bcc32
44,1335,Sam Cappleman-Lynes
45,1333,Jimmy Mårdell
46,1325,Cyprien Mangin
47,1323,Martin Camacho
48,1320,Matthew Ramina
49,1310,mcpower
50,1301,jkseppan
51,1294,Green Lightning
52,1293,GregorKikelj
53,1282,Erik Amirell Eklöf
54,1264,Søren Fuglede Jørgensen
55,1238,Joshua Wise
56,1236,Max Murin
57,1226,Lovemathboy H
58,1222,Colton Pauderis
59,1220,sparkyb
60,1186,Magnus Holm
61,1159,Kevin Yap
62,1104,seligman99
63,1102,Max Jäger
64,1093,Unihedron
65,1084,msullivan
66,1073,ExpHP
67,1068,tbodt
68,1054,alcatrazEscapee
69,1047,(anonymous user #60233)
70,1038,val tron
71,1031,Holden Watson
72,1029,Jennifer Zhou
72,1029,Erik Szalay
74,998,awychong
75,959,andy-k
76,944,Yoshiap
77,935,Matt Bradley
78,922,Starwort
79,920,mikecheb
80,910,Waffle
81,899,Joel Jonsson
82,889,Kevin Wang
83,888,(anonymous user #402645)
84,879,Andrey Anurin
85,853,katrinafyi
86,852,sburuiana
87,848,Michael Fogleman
88,843,Jerry Chen
89,842,Lance Nathan
90,836,Sahil Kochar
91,825,Chris Mohr
91,825,Bartosz Szreder
93,810,penteract
94,805,Graham White
95,798,Måns Magnusson
96,797,VeeArr
97,793,(anonymous user #230381)
98,791,jamie
99,779,MarshallOfSound
99,779,Kroppeb
101,765,jhawthorn
102,749,(anonymous user #380)
103,746,Kate Miháliková
104,728,Jonathan Rupp
